# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
4038 18.01.02 (οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
4039 18.01.02 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
4040 18.01.02 ἱκανῶς ἱκανός ἱκανός ἱκανός ἱκανός A- D- D- D- Y
4041 18.01.02 βαρὺς βαρύς βαρύς βαρύς βαρύς A- A- A- A- Y
4042 18.01.02 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
4043 18.01.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
4044 18.01.02 λίθος λίθος λίθος λίθος λίθος N- N- N- N- Y
4045 18.01.02 ὥστε ὥστε ὥστε ὥστε ὥστε D- D- C- C- Y
4046 18.01.02 καταδύσαι καταδύω καταδύζω καταδύω καταδύω V- V- V- V- N
4047 18.01.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4048 18.01.02 νεκρὸν) νεκρός νεκρός νεκρός νεκρός A- N- N- A- Y
4049 18.01.02 ἔτυχον τυγχάνω τυγχάνω τυγχάνω τυγχάνω V- V- V- V- Y
4050 18.01.02 πορθμῆς πορθμεύς πορθμή πορθμός πορθμεύς N- N- A- N- N
4051 18.01.02 τινὲς τις τὶς τις τις RI A- A- RP N
4052 18.01.02 Χριστιανοὶ Χριστιανός Χριστιανός Χριστιανός Χριστιανός N- N- N- N- Y
4053 18.01.02 εὑρόντες εὑρίσκω εὑρίσκω εὑρίσκω εὑρίσκω V- V- V- V- Y
4054 18.01.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4055 18.01.02 νεκρὸν νεκρός νεκρός νεκρός νεκρός A- N- N- A- Y
4056 18.01.02 τῷ ὁ ὁ ὁ ὁ RA RA RA RA Y
4057 18.01.02 ἀνέμῳ ἄνεμος ἄνεμος ἄνεμος ἄνεμος N- N- N- N- Y
4058 18.01.02 καταφερόμενον καταφέρω καταφερόμενος καταφέρω καταφέρω V- V- V- V- N
4059 18.01.02 καὶ καί καί καί καί C- C- C- C- Y
4060 18.01.02 ἀποκομίζουσιν ἀποκομίζω ἀποκομίζω ἀποκομίζω ἀποκομίζω V- V- V- V- Y
4061 18.01.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
4062 18.01.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
4063 18.01.02 Ὀδησσὸν Ὀδησσός Ὀδησσός Ὀδησσός Ὀδησσός N- N- N- N- Y
4064 18.01.02 αἰσθόμενοι αἰσθάνομαι αἰσθάνομαι αἴδομαι αἰσθάνομαι V- N- V- V- N
4065 18.01.02 μὲν μέν μέν μέν μέν X- D- D- X- Y
4066 18.01.02 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
4067 18.01.02 ἔστι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
4068 18.01.02 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
4069 18.01.02 σῶμα σῶμα σῶμα σῶμα σῶμα N- N- N- N- Y
4070 18.01.02 ἱερέως ἱερεύς ἱερής ἱερεύς ἱερεύς N- D- D- N- N
4071 18.01.02 τινὸς τις τὶς τις τις RI RA A- RP N
4072 18.01.02 Χριστιανοῦ, Χριστιανός Χριστιανός Χριστιανός Χριστιανός N- N- N- N- Y
4073 18.01.02 ἀγνοοῦντες ἀγνοέω ἀγνοέω ἀγνοέω ἀγνοέω V- V- V- V- Y
4074 18.01.02 δὲ δέ δέ δέ δέ X- C- C- C- Y
4075 18.01.02 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
4076 18.01.02 ἔστι εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
4077 18.01.02 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
4078 18.01.02 Πατριάρχου. πατριάρχης πατριάρχης Πάτριαρχος Πατριάρχου N- N- N- N- N
4079 18.02.01 καὶ καί καί καί καί C- C- D- C- Y
4080 18.02.01 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
4081 18.02.01 ᾐσθάνοντο αἰσθάνομαι ᾐσθάνοντο αἰσθάνομαι αἰσθάνομαι V- V- V- V- N
4082 18.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4083 18.02.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
4084 18.02.01 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
4085 18.02.01 Ὀδησσῷ Ὀδησσός Ὀδησσῷ Ὀδησσός Ὀδησσός N- N- N- N- N
4086 18.02.01 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4087 18.02.01 νεκρὸν νεκρός νεκρός νεκρός νεκρός A- N- N- A- Y
4088 18.02.01 ὥσπερ ὥσπερ ὥσπερ ὥσπερ ὥσπερ D- D- D- C- Y
4089 18.02.01 θείᾳ θεία θεῖος θεῖος θεῖος N- A- A- A- N
4090 18.02.01 τύχῃ τύχη τύχη τύχη τύχη N- N- N- N- Y
4091 18.02.01 ἐκ ἐκ ἐκ ἐκ ἐκ P- P- P- P- Y
4092 18.02.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
4093 18.02.01 θαλάσσης θάλασσα θάλασσα θάλασσα θάλασσα N- N- N- N- Y
4094 18.02.01 ἀναφερόμενον, ἀναφέρω ἀναφερόμενω ἀναφέρω ἀναφέρω V- V- V- V- N
4095 18.02.01 ἔδοξε δοκέω δοκέω δοκέω δοκέω V- V- V- V- Y
4096 18.02.01 δημοσίᾳ δημόσιος δημοσίᾳ δημοσίᾳ δημοσίᾳ A- D- N- D- N
4097 18.02.01 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4098 18.02.01 τάφον τάφος1 τάφος τάφος τάφος N- N- N- N- N
4099 18.02.01 ποιεῖσθαι ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
4100 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4101 18.02.01 πομπὴν πομπή πομπή πομπή πομπή N- N- N- N- Y
4102 18.02.01 ἐποίουν ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
4103 18.02.01 μεγάλην μέγας μέγας μέγας μέγας A- A- A- A- Y
4104 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4105 18.02.01 εὐπρεπῆ· εὐπρεπής εὐπρεπής εὐπρεπής εὐπρεπής A- A- A- A- Y
4106 18.02.01 ἐπειδὴ ἐπεί ἐπεί ἐπεί ἐπεί C- C- C- C- Y
4107 18.02.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
4108 18.02.01 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
4109 18.02.01 ἐκφορὰ ἐκφορά ἐκφορά ἐκφορά ἐκφορά N- N- N- N- Y
4110 18.02.01 ἐγένετο, γίγνομαι γίγνομαι γίγνομαι γίνομαι V- V- V- V- N
4111 18.02.01 ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
4112 18.02.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
4113 18.02.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
4114 18.02.01 πομπεῦσι πομπεύς πομπεύς πομπεύς πομπεύς N- V- N- N- Y
4115 18.02.01 πάντες πᾶς πᾶς πᾶς πᾶς A- RA A- RP Y
4116 18.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4117 18.02.01 ἀξιολογώτατοι ἀξιόλογος ἀξιολογώτατος ἀξιόλογος ἀξιόλογος A- A- A- A- N
4118 18.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
4119 18.02.01 πολιτῶν πολίτης πολίτης πολίτης πολίτης N- N- N- N- Y
4120 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4121 18.02.01 ἱερῆς ἱερά ἱερή ἱερή ἱερός N- N- N- A- N
4122 18.02.01 πολλοὶ πολύς πολύς πολύς πολύς A- A- A- A- Y
4123 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4124 18.02.01 ἱππῆς ἱππεύς ἱππεύς ἱππεύς ἱππεύς N- N- N- N- Y
4125 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4126 18.02.01 ὁπλῖται ὁπλίτης ὁπλίτης ὁπλίτης ὁπλίτης N- N- N- N- Y
4127 18.02.01 καὶ καί καί καί καί C- C- C- C- Y
4128 18.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
4129 18.02.01 ξένων ξένος1 ξένος ξένος ξένος N- N- A- A- N
4130 18.02.01 πλῆθός πλῆθος πλῆθος πλῆτος πλῆθος N- N- N- N- N
4131 18.02.01 τι τις τις τις τίς RI RP RP RP N
4132 18.02.01 μέγα. μέγας μέγας μέγας μέγας A- A- A- A- Y
4133 18.02.02 οὕτω οὕτως οὕτω(ς) οὕτως οὕτως D- D- D- D- N
4134 18.02.02 μὲν μέν μέν μέν μέν X- D- D- X- Y
4135 18.02.02 δὴ δή δή δή δή X- D- D- X- Y
4136 18.02.02 ἔθαπτον θάπτω ἔθαπτος θάπτω θάπτω V- V- V- V- N
4137 18.02.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4138 18.02.02 Γρηγόριον Γρηγόριος Γρηγόριος γρηγόριον Γρηγόριος N- N- N- N- N
4139 18.02.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4140 18.02.02 Πατριάρχην. πατριάρχης Πατριάρχη Πατριάρχη Πατριάρχης N- N- N- N- N
4141 18.03.01 εἰ εἰ εἰ εἰ εἰ C- C- C- C- Y
4142 18.03.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
4143 18.03.01 ταῦτα οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
4144 18.03.01 ἐγένετο γίγνομαι γίγνομαι γίγνομαι γίνομαι V- V- V- V- N
4145 18.03.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
4146 18.03.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
4147 18.03.01 ὄμμασι ὄμμα ὄμμα ὄμμα ὄμμα N- N- N- N- Y
4148 18.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
4149 18.03.01 προξένων πρόξενος προξένων πρόξενος πρόξενος N- V- N- N- N
4150 18.03.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
4151 18.03.01 Ῥωσσίας - Ῥωσσία Ῥωσσία Ῥωσία -- N- N- N- N
4152 18.03.01 καὶ καί καί καί καί C- C- C- C- Y
4153 18.03.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
4154 18.03.01 Ἀγγλίας - Ἀγγλία Ἀγγλίας Αγγλία -- N- N- A- N
4155 18.03.01 καὶ καί καί καί καί C- C- C- C- Y
4156 18.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
4157 18.03.01 ἄλλων ἄλλος ἄλλος ἄλλος ἄλλος RP A- A- RP Y
4158 18.03.01 Μεγάλων μέγας μέγας Μεγάλων Μέγας A- N- N- A- N
4159 18.03.01 Δυνάμεων, δύναμις δύναμις Δύναμις Δύναμις N- N- N- N- N
4160 18.03.01 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
4161 18.03.01 χαλεπὸν χαλεπός χαλεπός χαλεπός χαλεπός A- A- A- A- Y
4162 18.03.01 εἰκάζεσθαι εἰκάζω εἰκάζεσθαι εἰκάζω εἰκάζω V- V- V- V- N
4163 18.03.01 ὅσα ὅσος ὅσος ὅσος ὅσος A- RR A- RP Y
4164 18.03.01 ἔπαθον πάσχω πάσχω πάσχω πάσχω V- V- V- V- Y
4165 18.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4166 18.03.01 Ἕλληνες Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
4167 18.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4168 18.03.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
4169 18.03.01 Σμύρνῃ Σμύρνα Σμύρνῃ σμύρνα Σμύρνη N- A- N- N- N
4170 18.03.01 καὶ καί καί καί καί C- C- C- C- Y
4171 18.03.01 πολλαῖς πολύς πολύς πολύς πολύς A- A- A- A- Y
4172 18.03.01 ἄλλαις ἄλλος ἄλλος ἄλλος ἄλλος RP A- A- RP Y
4173 18.03.01 πόλεσι· πόλις πόλις πόλις πόλις N- N- N- N- Y
4174 18.03.01 πολλοὺς πολύς πολύς πολύς πολύς A- A- A- A- Y
4175 18.03.01 μὲν μέν μέν μέν μέν X- X- D- X- Y
4176 18.03.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
4177 18.03.01 ἀνθρώπους ἄνθρωπος ἄνθρωπος ἄνθρωπος ἄνθρωπος N- N- N- N- Y
4178 18.03.01 καὶ καί καί καί καί C- C- C- C- Y
4179 18.03.01 παῖδας παῖς παῖς παῖς παῖς N- N- N- N- Y
4180 18.03.01 ἐφόνευσαν φονεύω φονεύω φονεύω φονεύω V- V- V- V- Y
4181 18.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4182 18.03.01 Τοῦρκοι, Τοῦρκοι Τοῦρκος Τοῦρκος Τοῦρκος N- N- N- N- N
4183 18.03.01 πολλὰς πολύς πολύς πολύς πολύς A- A- A- A- Y
4184 18.03.01 δὲ δέ δέ δέ δέ X- X- C- C- Y
4185 18.03.01 οἰκίας οἰκία οἰκία οἰκία οἰκία N- N- N- N- Y
4186 18.03.01 λείαν λεία λεία λεία λεία N- N- N- N- Y
4187 18.03.01 ἐποιοῦντο· ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
4188 18.03.01 καὶ καί καί καί καί C- D- D- C- Y
4189 18.03.01 πανταχοῦ πανταχοῦ πανταχοῦ πανταχοῦ πανταχοῦ D- D- A- D- Y
4190 18.03.01 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
4191 18.03.01 θόρυβος θόρυβος θόρυβος θόρυψ θόρυβος N- N- N- N- N
4192 18.03.01 πολὺς πολύς πολύς πολύς πολύς A- A- A- A- Y
4193 18.03.01 καὶ καί καί καί καί C- C- C- C- Y
4194 18.03.01 ἐκπληκτικός. ἐκπληκτικός ἐκπληκτικός ἐκπληκτικός ἐκπληκτικός A- A- A- A- Y
4195 19.01.01 καὶ καί καί καί καί C- C- D- C- Y
4196 19.01.01 εὐθὺς εὐθύς1 εὐθύς εὐθύς εὐθύς A- D- D- D- N
4197 19.01.01 μετὰ μετά μετά μετά μετά P- P- P- P- Y
4198 19.01.01 ταῦτα οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
4199 19.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4200 19.01.01 πρόκριτοι πρόκριτος πρόκριτος πρόκριτος πρόκριτος A- A- A- A- Y
4201 19.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
4202 19.01.01 Πελοποννήσου Πελοπόννησος πελοπόννησος Πελοπόννησος Πελοπόννησος N- N- N- N- N
4203 19.01.01 πρέσβεις πρέσβις πρέσβις πρέσβις πρέσβυς N- N- N- A- N
4204 19.01.01 πέμπουσιν πέμπω πέμπω πέμπω πέμπω V- V- V- V- Y
4205 19.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
4206 19.01.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
4207 19.01.01 Ψαρὰ ψαρός Ψαρά Ψαρός Ψαρός A- N- N- N- N
4208 19.01.01 ἀπαγγέλλοντας ἀπαγγέλλω ἀπαγγέλλω ἀπαγγέλλω ἀπαγγέλλω V- V- V- V- Y
4209 19.01.01 ἃ ὁ ὅς ὅς ὅς RA RR RP RP N
4210 19.01.01 πεποιήκασιν ποιέω πεποιήκα ποιέω ποιέω V- V- V- V- N
4211 19.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4212 19.01.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
4213 19.01.01 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
4214 19.01.01 Ἑλλάδι. Ἑλλάς ἑλλάς Ἑλλάς Ἑλλάς N- N- N- N- N
4215 19.01.02 ἀποβεβηκότες ἀποβαίνω ἀποβεβηκότες ἀποβαίνω ἀποβαίνω V- V- V- V- N
4216 19.01.02 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
4217 19.01.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4218 19.01.02 πρέσβεις πρέσβις πρέσβυς πρέσβις πρέσβυς N- N- N- A- N
4219 19.01.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
4220 19.01.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
4221 19.01.02 νῆσον νέω νῆσος νῆσος νῆσος V- N- N- N- N
4222 19.01.02 καταλαμβάνουσι καταλαμβάνω καταλαμβάνω καταλαμβάνω καταλαμβάνω V- V- V- V- Y
4223 19.01.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
4224 19.01.02 δῆμον δῆμος δῆμος δῆμος δῆμος N- N- N- N- Y
4225 19.01.02 μέλλοντα μέλλω μέλλω μέλλω μέλλω V- V- V- V- Y
4226 19.01.02 ἐκκλησίαν ἐκκλησία ἐκκλησία ἐκκλησία ἐκκλησία N- N- N- N- Y
4227 19.01.02 ποιεῖν ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
4228 19.01.02 περὶ περί περί περί περί P- P- P- P- Y
4229 19.01.02 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
4230 19.01.02 πολέμου πόλεμος πόλεμος πόλεμος πόλεμος N- N- N- N- Y
4231 19.01.02 καὶ καί καί καί καί C- C- C- C- Y
4232 19.01.02 παρελθών παρέρχομαι παρέρχομαι παρέρχομαι παρέρχομαι V- V- V- V- Y
4233 19.01.02 τις τις τὶς τις τις RI A- RP RP N
4234 19.01.02 αὐτῶν αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
4235 19.01.02 ἔλεγε ἔλεγος λέγω λέγω λέγω N- V- V- V- N
4236 19.01.02 τοιάδε. τοιόσδε τοιόσδε τοιόσδε τοιόσδε RP RP RP RP Y
4237 19.02.01 παρελήλυθα παρέρχομαι παρελήλυθος παρέρχομαι παρέρχομαι V- A- V- V- N
4238 19.02.01 μὲν, μέν μέν μέν μέν X- D- D- X- Y
4239 19.02.01 ὦ εἰμί ὦ ὦ ὦ V- I- I- I- N
4240 19.02.01 Ψαριανοὶ, - Ψαριανός Ψαριανός Ψαριανός -- N- N- N- Y
4241 19.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
4242 19.02.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
4243 19.02.01 ἐκκλησίαν ἐκκλησία ἐκκλησία ἐκκλησία ἐκκλησία N- N- N- N- Y
4244 19.02.01 τήνδε, ὅδε ὅδε ὅδε ὅδε RD RP RP RP Y
4245 19.02.01 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
4246 19.02.01 πείσων πείθω πείσω πείθω πείθω V- V- V- V- N
4247 19.02.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
4248 19.02.01 νησιώτας νησιώτης νησιώτης νησιώτης νησιώτης N- N- N- N- Y
4249 19.02.01 βοηθεῖν βοηθέω βοηθέω βοηθέω βοηθέω V- V- V- V- Y
4250 19.02.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
4251 19.02.01 κατ’ κατά κατ ἐκώ κατά P- A- A- P- N
4252 19.02.01 ἤπειρον· ἤπειρος ἤπειρος ἤπειρος ἤπειρος N- N- N- N- Y
4253 19.02.01 ξυμβέβηκε συμβαίνω ξυμβέβηκος συμβαίνω συμβαίνω V- V- V- V- N
4254 19.02.01 γὰρ γάρ γάρ γάρ γάρ X- X- X- X- Y
4255 19.02.01 καιρός, καιρός καιρός καιρός καιρός N- N- N- N- Y
4256 19.02.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
4257 19.02.01 οὔπω οὔπω οὔπω οὔπω οὔπω D- D- D- D- Y
4258 19.02.01 πρότερον· πρότερος πρότερος πρότερος πρότερος A- A- A- D- Y
4259 19.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4260 19.02.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
4261 19.02.01 Πελοποννήσιοι Πελοποννήσιοι πελοποννήσιοι Πελοποννήσιοι Πελοποννήσιος N- N- N- A- N
4262 19.02.01 ὅπλα ὅπλον ὅπλον ὅπλον ὅπλον N- N- N- N- Y
4263 19.02.01 λαβόντες λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
4264 19.02.01 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
4265 19.02.01 νενικήκασι νικάω νενικήκασι νικάω νικάω V- V- V- V- N
4266 19.02.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
4267 19.02.01 Τούρκους Τοῦρκοι Τούρκους Τόρκος Τοῦρκος N- A- N- N- N
4268 19.02.01 καὶ καί καί καί καί C- C- C- C- Y
4269 19.02.01 κεκρατήκασι κρατέω κεκρατήκα κρατάω κρατέω V- N- V- V- N
4270 19.02.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
4271 19.02.01 χώρας· χώρα χώρα χώρα χώρα N- N- N- N- Y
4272 19.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
4273 19.02.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
4274 19.02.01 Τούρκοι - Τούρκος Τόρκος Τοῦρκος -- N- N- N- N
4275 19.02.01 πεφεύγασι φεύγω πεφεύγασι πεφεύγω φεύγω V- N- V- V- N
4276 19.02.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
4277 19.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
4278 19.02.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
4279 19.02.01 τειχίσματα, τείχισμα τειχίσματον τεῖχισμα τείχισμα N- N- N- N- N
4280 19.02.01 πεφευγότες φεύγω πεφευγότες φεύγω φεύγω V- V- V- V- N
4281 19.02.01 δὲ δέ δέ δέ δέ X- C- C- C- Y
4282 19.02.01 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
4283 19.02.01 ἔχουσι ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
